"Item #","Product Name","Product Description","Product description orignal html",Brand,"category 1","category 2","category 3","category 4","Retail Price","Wholesale Price Before Markup","MAP Price","Supplier handling fee",Weight,"Qty in stock","In Stock",UPC,"Image name","URL to large image","URL to thumb image","refurbished flag","Attribute list","Shipping for USA","manufacturer prod id","shipping length","shipping width","shipping height","sales tax pct","sales tax state",manufacturer,"Shipping for Canada","Shipping for International","w2b handling fee","W2B 3% Transaction Fee USA","W2B 3% Transaction Fee Canada","W2B 3% Transaction Fee International","USA ZONE","CANADA ZONE",Attributes,"Extra Img 1","Extra Img 2","Extra Img 3","Extra Img 4","Extra Img 5","Extra Img 6","description no html","supplier name - item number","supplier category 1","supplier category 2","supplier category 3","supplier category 4"
PY-3210-6227,"BSA GRT Supersport SE Air Rifle",".25-cal. BSA GRT Supersport SE air rifle. Use for hunting small quarry!<br />Caliber: 0.25<br />Velocity: 550.00<br />BSA GRT Supersport SE air rifle Gas-piston Breakbarrel Single-shot Rifled steel barrel  2-stage adjustable trigger Fiber-optic sights (fully adjustable rear) 11mm dovetail grooves Manual safety Right-hand Monte Carlo beech stock Raised cheekpiece Checkered forearm and grip Ventilated rubber recoil pad   Here are the benefits of Gas Ram Technology:  Smoother cocking Smoother shooting No spring torque No spring fatigue, even if you leave it cocked for hours Functions perfectly in cold weather Lasts longer than a metal spring",".25-cal. BSA GRT Supersport SE air rifle. Use for hunting small quarry!<br />Caliber: 0.25<br />Velocity: 550.00<br />BSA GRT Supersport SE air rifle Gas-piston Breakbarrel Single-shot Rifled steel barrel  2-stage adjustable trigger Fiber-optic sights (fully adjustable rear) 11mm dovetail grooves Manual safety Right-hand Monte Carlo beech stock Raised cheekpiece Checkered forearm and grip Ventilated rubber recoil pad   Here are the benefits of Gas Ram Technology:  Smoother cocking Smoother shooting No spring torque No spring fatigue, even if you leave it cocked for hours Functions perfectly in cold weather Lasts longer than a metal spring",,"Airguns, Pistols","Air Rifles",,,325,229.39,279.99,0,3.9,2,Y,844380006739,PY-3210-6227.jpg,http://www.imageserverhost.com/simg/P892/large/PY-3210-6227.jpg,http://www.imageserverhost.com/simg/P892/small/PY-3210-6227.jpg,N,,16.99,PY-3210-6227,,,,0,NULL,BSA,,,2.5,,,,$6,,,,,,,,,".25-cal. BSA GRT Supersport SE air rifle. Use for hunting small quarry!Caliber: 0.25Velocity: 550.00BSA GRT Supersport SE air rifle Gas-piston Breakbarrel Single-shot Rifled steel barrel  2-stage adjustable trigger Fiber-optic sights (fully adjustable rear) 11mm dovetail grooves Manual safety Right-hand Monte Carlo beech stock Raised cheekpiece Checkered forearm and grip Ventilated rubber recoil pad   Here are the benefits of Gas Ram Technology:  Smoother cocking Smoother shooting No spring torque No spring fatigue, even if you leave it cocked for hours Functions perfectly in cold weather Lasts longer than a metal spring",Air-Venturi-PY-3210-6227,"Air Rifles",,,
PY-3230,"Hammerli AR20 Pro Air Rifle, Hot Red","10-meter and 3-position PCP rifle, highly adjustable, ambidextrous<br />Caliber: 0.177<br />Velocity: 557.00<br />Hammerli AR20 Pro Hot Red air rifle Precharged pneumatic Bolt-action Single-shot Ambidextrous cocking piece with release button Wide loading recess with precision feed Lothar Walther match barrel Red aluminum stock with variable stock length, cheekpiece height and fore-end height Ambidextrous grip and stock Vertically adjustable buttpad Shorten or lengthen the stock with included spacers (41.65"" to 43.66"") Front sight globe accepts 3.8mm inserts (1 insert included) Fully adjustable basic competition diopter rear sight Up to 31.496"" (800mm) sight length 19.685"" (500mm) barrel 8.75 lbs. (3970 grams) 200 and 300 bar fill pressures (2,900 psi and 4,351 psi, respectively) Walther removable aluminum air cylinder with integral manometer (air pressure gauge) 2-stage trigger can be adjusted for pressure point, pull weight, stop and slack T-rail for 3-position competition Approximately 350 shots per fill Meets ISSF requirements Includes DIN adapter for 300 bar and 200 bar, 200-gram stock weights (2), 1 aperture insert, 4 tools, spacers for forearm and buttstock, and various lengths of screws for the spacers Regulated at 70 bar","10-meter and 3-position PCP rifle, highly adjustable, ambidextrous<br />Caliber: 0.177<br />Velocity: 557.00<br />Hammerli AR20 Pro Hot Red air rifle Precharged pneumatic Bolt-action Single-shot Ambidextrous cocking piece with release button Wide loading recess with precision feed Lothar Walther match barrel Red aluminum stock with variable stock length, cheekpiece height and fore-end height Ambidextrous grip and stock Vertically adjustable buttpad Shorten or lengthen the stock with included spacers (41.65"" to 43.66"") Front sight globe accepts 3.8mm inserts (1 insert included) Fully adjustable basic competition diopter rear sight Up to 31.496"" (800mm) sight length 19.685"" (500mm) barrel 8.75 lbs. (3970 grams) 200 and 300 bar fill pressures (2,900 psi and 4,351 psi, respectively) Walther removable aluminum air cylinder with integral manometer (air pressure gauge) 2-stage trigger can be adjusted for pressure point, pull weight, stop and slack T-rail for 3-position competition Approximately 350 shots per fill Meets ISSF requirements Includes DIN adapter for 300 bar and 200 bar, 200-gram stock weights (2), 1 aperture insert, 4 tools, spacers for forearm and buttstock, and various lengths of screws for the spacers Regulated at 70 bar",,"Airguns, Pistols","Air Rifles",,,1050,1019.99,999.99,0,5.44,0,N,723364205699,PY-3230.jpg,http://www.imageserverhost.com/simg/P892/large/PY-3230.jpg,http://www.imageserverhost.com/simg/P892/small/PY-3230.jpg,N,,17.52,PY-3230-6876,,,,0,NULL,Hammerli,,,2.5,,,,$6,,,,,,,,,"10-meter and 3-position PCP rifle, highly adjustable, ambidextrousCaliber: 0.177Velocity: 557.00Hammerli AR20 Pro Hot Red air rifle Precharged pneumatic Bolt-action Single-shot Ambidextrous cocking piece with release button Wide loading recess with precision feed Lothar Walther match barrel Red aluminum stock with variable stock length, cheekpiece height and fore-end height Ambidextrous grip and stock Vertically adjustable buttpad Shorten or lengthen the stock with included spacers (41.65"" to 43.66"") Front sight globe accepts 3.8mm inserts (1 insert included) Fully adjustable basic competition diopter rear sight Up to 31.496"" (800mm) sight length 19.685"" (500mm) barrel 8.75 lbs. (3970 grams) 200 and 300 bar fill pressures (2,900 psi and 4,351 psi, respectively) Walther removable aluminum air cylinder with integral manometer (air pressure gauge) 2-stage trigger can be adjusted for pressure point, pull weight, stop and slack T-rail for 3-position competition Approximately 350 shots per fill Meets ISSF requirements Includes DIN adapter for 300 bar and 200 bar, 200-gram stock weights (2), 1 aperture insert, 4 tools, spacers for forearm and buttstock, and various lengths of screws for the spacers Regulated at 70 bar",Air-Venturi-PY-3230,"Air Rifles",,,
PY-3233-6262,"Crosman Vantage Nitro Piston Air Rifle","1000 fps with lead pellets, 1200 fps with lead-free pellets<br />Caliber: 0.177<br />Velocity: 1200.00<br />Crosman Vantage Crosman Nitro Piston Breakbarrel Single-shot Ambidextrous stock 11mm dovetail grooves Fiber optic front sight Fiber optic rear sight (adj. for windage & elevation) 2-stage adjustable trigger Up to 1,200 fps with lightweight, lead-free pellets Ideal for small rodent elimination, plinking, spinners & more    Benefits of the Nitro Piston over a metal mainspring:  Smoother cocking Smoother shooting No spring torque No spring fatigue, even if you leave it cocked for hours Functions perfectly in cold weather Lasts longer than a metal spring","1000 fps with lead pellets, 1200 fps with lead-free pellets<br />Caliber: 0.177<br />Velocity: 1200.00<br />Crosman Vantage Crosman Nitro Piston Breakbarrel Single-shot Ambidextrous stock 11mm dovetail grooves Fiber optic front sight Fiber optic rear sight (adj. for windage & elevation) 2-stage adjustable trigger Up to 1,200 fps with lightweight, lead-free pellets Ideal for small rodent elimination, plinking, spinners & more    Benefits of the Nitro Piston over a metal mainspring:  Smoother cocking Smoother shooting No spring torque No spring fatigue, even if you leave it cocked for hours Functions perfectly in cold weather Lasts longer than a metal spring",,"Airguns, Pistols","Air Rifles",,,129.95,82.88,99.99,0,4.13,5,Y,028478138353,PY-3233-6262.jpg,http://www.imageserverhost.com/simg/P892/large/PY-3233-6262.jpg,http://www.imageserverhost.com/simg/P892/small/PY-3233-6262.jpg,N,,17.2,PY-3233-6262,,,,0,NULL,Crosman,,,2.5,,,,$6,,,,,,,,,"1000 fps with lead pellets, 1200 fps with lead-free pelletsCaliber: 0.177Velocity: 1200.00Crosman Vantage Crosman Nitro Piston Breakbarrel Single-shot Ambidextrous stock 11mm dovetail grooves Fiber optic front sight Fiber optic rear sight (adj. for windage & elevation) 2-stage adjustable trigger Up to 1,200 fps with lightweight, lead-free pellets Ideal for small rodent elimination, plinking, spinners & more    Benefits of the Nitro Piston over a metal mainspring:  Smoother cocking Smoother shooting No spring torque No spring fatigue, even if you leave it cocked for hours Functions perfectly in cold weather Lasts longer than a metal spring",Air-Venturi-PY-3233-6262,"Air Rifles",,,
PY-3233-6898,"Crosman Vantage Nitro Piston Air Rifle","800 fps with lead pellets, 950 fps with lead-free pellets<br />Caliber: 0.22<br />Velocity: 950.00<br />Crosman Vantage Crosman Nitro Piston Breakbarrel Single-shot Ambidextrous stock 11mm dovetail grooves Fiber optic front sight Fiber optic rear sight (adj. for windage & elevation) 2-stage adjustable trigger Up to 1,200 fps with lightweight, lead-free pellets Ideal for small rodent elimination, plinking, spinners & more    Benefits of the Nitro Piston over a metal mainspring:  Smoother cocking Smoother shooting No spring torque No spring fatigue, even if you leave it cocked for hours Functions perfectly in cold weather Lasts longer than a metal spring","800 fps with lead pellets, 950 fps with lead-free pellets<br />Caliber: 0.22<br />Velocity: 950.00<br />Crosman Vantage Crosman Nitro Piston Breakbarrel Single-shot Ambidextrous stock 11mm dovetail grooves Fiber optic front sight Fiber optic rear sight (adj. for windage & elevation) 2-stage adjustable trigger Up to 1,200 fps with lightweight, lead-free pellets Ideal for small rodent elimination, plinking, spinners & more    Benefits of the Nitro Piston over a metal mainspring:  Smoother cocking Smoother shooting No spring torque No spring fatigue, even if you leave it cocked for hours Functions perfectly in cold weather Lasts longer than a metal spring",,"Airguns, Pistols","Air Rifles",,,129.95,64.48,79.99,0,4.13,20,Y,028478144446,PY-3233-6898.jpg,http://www.imageserverhost.com/simg/P892/large/PY-3233-6898.jpg,http://www.imageserverhost.com/simg/P892/small/PY-3233-6898.jpg,N,,17.2,PY-3233-6898,,,,0,NULL,Crosman,,,2.5,,,,$6,,,,,,,,,"800 fps with lead pellets, 950 fps with lead-free pelletsCaliber: 0.22Velocity: 950.00Crosman Vantage Crosman Nitro Piston Breakbarrel Single-shot Ambidextrous stock 11mm dovetail grooves Fiber optic front sight Fiber optic rear sight (adj. for windage & elevation) 2-stage adjustable trigger Up to 1,200 fps with lightweight, lead-free pellets Ideal for small rodent elimination, plinking, spinners & more    Benefits of the Nitro Piston over a metal mainspring:  Smoother cocking Smoother shooting No spring torque No spring fatigue, even if you leave it cocked for hours Functions perfectly in cold weather Lasts longer than a metal spring",Air-Venturi-PY-3233-6898,"Air Rifles",,,
PY-326,"Daisy 880 Multi-Pump","Daisy 880 multi-pump gun. BBs=750 fps, pellets=715 fps<br />Caliber: 0.177<br />Velocity: 750.00<br />Daisy's most popular air rifle! The 880 shoots both BBs and pellets, and it does so with amazing power. This multi-pump pneumatic sends ammo roaring downrange! BBs go up to 750 fps (<strong>ever shoot BBs at hard objects!</strong>), and pellets go up to 715 fps. You can adjust power and velocity by the number of pumps you put into the rifle (up to 10 pumps). The synthetic molded woodgrain Monte Carlo stock has a raised right-hand cheekpiece and checkering on the grip and forearm. The front sight is fiber optic, the rear sight is fully adjustable but is not fiber optic. For more accuracy, mount a scope, red dot or laser on the 11mm dovetails on the receiver (made of engineering resin).  It's a BB repeater (holds 50 BBs) and a single-shot pellet shooter. Take this rifle plinking, target shooting or if you just want to have fun! It's lightweight, so you can shoot for hours.","Daisy 880 multi-pump gun. BBs=750 fps, pellets=715 fps<br />Caliber: 0.177<br />Velocity: 750.00<br />Daisy's most popular air rifle! The 880 shoots both BBs and pellets, and it does so with amazing power. This multi-pump pneumatic sends ammo roaring downrange! BBs go up to 750 fps (<strong>ever shoot BBs at hard objects!</strong>), and pellets go up to 715 fps. You can adjust power and velocity by the number of pumps you put into the rifle (up to 10 pumps). The synthetic molded woodgrain Monte Carlo stock has a raised right-hand cheekpiece and checkering on the grip and forearm. The front sight is fiber optic, the rear sight is fully adjustable but is not fiber optic. For more accuracy, mount a scope, red dot or laser on the 11mm dovetails on the receiver (made of engineering resin).  It's a BB repeater (holds 50 BBs) and a single-shot pellet shooter. Take this rifle plinking, target shooting or if you just want to have fun! It's lightweight, so you can shoot for hours.",,"Airguns, Pistols","Air Rifles",,,55,39.77,45.95,0,3.18,20,Y,039256008805,PY-326.jpg,http://www.imageserverhost.com/simg/P892/large/PY-326.jpg,http://www.imageserverhost.com/simg/P892/small/PY-326.jpg,N,,16.99,PY-326-2626,,,,0,NULL,Daisy,,,2.5,,,,$6,,,,,,,,,"Daisy 880 multi-pump gun. BBs=750 fps, pellets=715 fpsCaliber: 0.177Velocity: 750.00Daisy's most popular air rifle! The 880 shoots both BBs and pellets, and it does so with amazing power. This multi-pump pneumatic sends ammo roaring downrange! BBs go up to 750 fps (ever shoot BBs at hard objects!), and pellets go up to 715 fps. You can adjust power and velocity by the number of pumps you put into the rifle (up to 10 pumps). The synthetic molded woodgrain Monte Carlo stock has a raised right-hand cheekpiece and checkering on the grip and forearm. The front sight is fiber optic, the rear sight is fully adjustable but is not fiber optic. For more accuracy, mount a scope, red dot or laser on the 11mm dovetails on the receiver (made of engineering resin).  It's a BB repeater (holds 50 BBs) and a single-shot pellet shooter. Take this rifle plinking, target shooting or if you just want to have fun! It's lightweight, so you can shoot for hours.",Air-Venturi-PY-326,"Air Rifles",,,
PY-3334,"Anschutz 8002 S2 Air Rifle, Wood Black Stock","Anschutz 8002 S2 10-meter air rifle with black stock<br />Caliber: 0.177<br />Velocity: 560.00<br />Anschutz 8002 S2 air rifle Precharged pneumatic Bolt-action Single-shot Front sight globe accepts inserts (2 inserts included) Adj. diopter rear sight 200 bar max pressure Removable air reservoir with integral manometer (air pressure gauge) Air pressure regulator with air filter Approx. 200 shots per fill Maintenance-free stabilizer 5-way adj. match trigger Hardwood stock coated completely with the same covering as the grip Right-hand stock Black SOFT-grip Highly adjustable aluminum buttpad Dry-fire capability Length of pull from 32.50"" to 38"" due to adj. buttpad 43.31"" overall length 9.48 lbs. 30g to 170g trigger-pull (1.764 oz. to 5.996 oz.) Incl. accessory box with fill adapter, air-release screw, special grease 4425, Allen keys, safety discs, o-rings, barrel weight, manual and test target Meets ISSF requirements","Anschutz 8002 S2 10-meter air rifle with black stock<br />Caliber: 0.177<br />Velocity: 560.00<br />Anschutz 8002 S2 air rifle Precharged pneumatic Bolt-action Single-shot Front sight globe accepts inserts (2 inserts included) Adj. diopter rear sight 200 bar max pressure Removable air reservoir with integral manometer (air pressure gauge) Air pressure regulator with air filter Approx. 200 shots per fill Maintenance-free stabilizer 5-way adj. match trigger Hardwood stock coated completely with the same covering as the grip Right-hand stock Black SOFT-grip Highly adjustable aluminum buttpad Dry-fire capability Length of pull from 32.50"" to 38"" due to adj. buttpad 43.31"" overall length 9.48 lbs. 30g to 170g trigger-pull (1.764 oz. to 5.996 oz.) Incl. accessory box with fill adapter, air-release screw, special grease 4425, Allen keys, safety discs, o-rings, barrel weight, manual and test target Meets ISSF requirements",,"Airguns, Pistols","Air Rifles",,,2619.99,2083.74,2289.99,0,6,0,N,,PY-3334.jpg,http://www.imageserverhost.com/simg/P892/large/PY-3334.jpg,http://www.imageserverhost.com/simg/P892/small/PY-3334.jpg,N,,18.5,PY-3334-6405,,,,0,NULL,Anschutz,,,2.5,,,,$6,,,,,,,,,"Anschutz 8002 S2 10-meter air rifle with black stockCaliber: 0.177Velocity: 560.00Anschutz 8002 S2 air rifle Precharged pneumatic Bolt-action Single-shot Front sight globe accepts inserts (2 inserts included) Adj. diopter rear sight 200 bar max pressure Removable air reservoir with integral manometer (air pressure gauge) Air pressure regulator with air filter Approx. 200 shots per fill Maintenance-free stabilizer 5-way adj. match trigger Hardwood stock coated completely with the same covering as the grip Right-hand stock Black SOFT-grip Highly adjustable aluminum buttpad Dry-fire capability Length of pull from 32.50"" to 38"" due to adj. buttpad 43.31"" overall length 9.48 lbs. 30g to 170g trigger-pull (1.764 oz. to 5.996 oz.) Incl. accessory box with fill adapter, air-release screw, special grease 4425, Allen keys, safety discs, o-rings, barrel weight, manual and test target Meets ISSF requirements",Air-Venturi-PY-3334,"Air Rifles",,,
PY-3336-6407,"Hatsan Edge Air Rifle, Muddy Girl Camo","Moonshine Muddy Girl camo Striker Edge with 3-9x32 scope & mount<br />Caliber: 0.177<br />Velocity: 1000.00<br />Hatsan Edge air rifle Spring-piston Breakbarrel Single-shot Rifled steel barrel 11mm optics dovetail Fixed TruGlo fiber optic front sight (red, 0.060"") Fully adjustable TruGlo fiber optic rear sight (green, 0.035"") Anti-beartrap mechanism Trigger adjustable for trigger-pull and travel Monte Carlo buttstock Textured pistol grip and forearm Rubber recoil pad Moonshine Muddy Girl camo synthetic thumbhole stock 6.60 lbs. (gun only) Includes 3-9x32 Optima scope and mount","Moonshine Muddy Girl camo Striker Edge with 3-9x32 scope & mount<br />Caliber: 0.177<br />Velocity: 1000.00<br />Hatsan Edge air rifle Spring-piston Breakbarrel Single-shot Rifled steel barrel 11mm optics dovetail Fixed TruGlo fiber optic front sight (red, 0.060"") Fully adjustable TruGlo fiber optic rear sight (green, 0.035"") Anti-beartrap mechanism Trigger adjustable for trigger-pull and travel Monte Carlo buttstock Textured pistol grip and forearm Rubber recoil pad Moonshine Muddy Girl camo synthetic thumbhole stock 6.60 lbs. (gun only) Includes 3-9x32 Optima scope and mount",,"Airguns, Pistols","Air Rifles",,,180,117.30,139.99,0,4.76,0,N,817461011595,PY-3336-6407.jpg,http://www.imageserverhost.com/simg/P892/large/PY-3336-6407.jpg,http://www.imageserverhost.com/simg/P892/small/PY-3336-6407.jpg,N,,17.2,PY-3336-6407,,,,0,NULL,Hatsan,,,2.5,,,,$6,,,,,,,,,"Moonshine Muddy Girl camo Striker Edge with 3-9x32 scope & mountCaliber: 0.177Velocity: 1000.00Hatsan Edge air rifle Spring-piston Breakbarrel Single-shot Rifled steel barrel 11mm optics dovetail Fixed TruGlo fiber optic front sight (red, 0.060"") Fully adjustable TruGlo fiber optic rear sight (green, 0.035"") Anti-beartrap mechanism Trigger adjustable for trigger-pull and travel Monte Carlo buttstock Textured pistol grip and forearm Rubber recoil pad Moonshine Muddy Girl camo synthetic thumbhole stock 6.60 lbs. (gun only) Includes 3-9x32 Optima scope and mount",Air-Venturi-PY-3336-6407,"Air Rifles",,,
PY-3336-6408,"Hatsan Edge Air Rifle, Muddy Girl Camo","Moonshine Muddy Girl camo Striker Edge with 3-9x32 scope & mount<br />Caliber: 0.22<br />Velocity: 800.00<br />Hatsan Edge air rifle Spring-piston Breakbarrel Single-shot Rifled steel barrel 11mm optics dovetail Fixed TruGlo fiber optic front sight (red, 0.060"") Fully adjustable TruGlo fiber optic rear sight (green, 0.035"") Anti-beartrap mechanism Trigger adjustable for trigger-pull and travel Monte Carlo buttstock Textured pistol grip and forearm Rubber recoil pad Moonshine Muddy Girl camo synthetic thumbhole stock 6.60 lbs. (gun only) Includes 3-9x32 Optima scope and mount","Moonshine Muddy Girl camo Striker Edge with 3-9x32 scope & mount<br />Caliber: 0.22<br />Velocity: 800.00<br />Hatsan Edge air rifle Spring-piston Breakbarrel Single-shot Rifled steel barrel 11mm optics dovetail Fixed TruGlo fiber optic front sight (red, 0.060"") Fully adjustable TruGlo fiber optic rear sight (green, 0.035"") Anti-beartrap mechanism Trigger adjustable for trigger-pull and travel Monte Carlo buttstock Textured pistol grip and forearm Rubber recoil pad Moonshine Muddy Girl camo synthetic thumbhole stock 6.60 lbs. (gun only) Includes 3-9x32 Optima scope and mount",,"Airguns, Pistols","Air Rifles",,,180,117.30,139.99,0,4.76,1,Y,817461011601,PY-3336-6408.jpg,http://www.imageserverhost.com/simg/P892/large/PY-3336-6408.jpg,http://www.imageserverhost.com/simg/P892/small/PY-3336-6408.jpg,N,,17.2,PY-3336-6408,,,,0,NULL,Hatsan,,,2.5,,,,$6,,,,,,,,,"Moonshine Muddy Girl camo Striker Edge with 3-9x32 scope & mountCaliber: 0.22Velocity: 800.00Hatsan Edge air rifle Spring-piston Breakbarrel Single-shot Rifled steel barrel 11mm optics dovetail Fixed TruGlo fiber optic front sight (red, 0.060"") Fully adjustable TruGlo fiber optic rear sight (green, 0.035"") Anti-beartrap mechanism Trigger adjustable for trigger-pull and travel Monte Carlo buttstock Textured pistol grip and forearm Rubber recoil pad Moonshine Muddy Girl camo synthetic thumbhole stock 6.60 lbs. (gun only) Includes 3-9x32 Optima scope and mount",Air-Venturi-PY-3336-6408,"Air Rifles",,,
PY-3336-7538,"Hatsan Edge Air Rifle, Muddy Girl Camo","Moonshine Muddy Girl camo Striker Edge with 3-9x32 scope & mount<br />Caliber: 0.25<br />Velocity: 650.00<br />Hatsan Edge air rifle Spring-piston Breakbarrel Single-shot Rifled steel barrel 11mm optics dovetail Fixed TruGlo fiber optic front sight (red, 0.060"") Fully adjustable TruGlo fiber optic rear sight (green, 0.035"") Anti-beartrap mechanism Trigger adjustable for trigger-pull and travel Monte Carlo buttstock Textured pistol grip and forearm Rubber recoil pad Moonshine Muddy Girl camo synthetic thumbhole stock 6.60 lbs. (gun only) Includes 3-9x32 Optima scope and mount","Moonshine Muddy Girl camo Striker Edge with 3-9x32 scope & mount<br />Caliber: 0.25<br />Velocity: 650.00<br />Hatsan Edge air rifle Spring-piston Breakbarrel Single-shot Rifled steel barrel 11mm optics dovetail Fixed TruGlo fiber optic front sight (red, 0.060"") Fully adjustable TruGlo fiber optic rear sight (green, 0.035"") Anti-beartrap mechanism Trigger adjustable for trigger-pull and travel Monte Carlo buttstock Textured pistol grip and forearm Rubber recoil pad Moonshine Muddy Girl camo synthetic thumbhole stock 6.60 lbs. (gun only) Includes 3-9x32 Optima scope and mount",,"Airguns, Pistols","Air Rifles",,,180,117.30,169.99,0,1,0,N,,PY-3336-7538.jpg,http://www.imageserverhost.com/simg/P892/large/PY-3336-7538.jpg,http://www.imageserverhost.com/simg/P892/small/PY-3336-7538.jpg,N,,14.05,PY-3336-7538,,,,0,NULL,Hatsan,,,2.5,,,,$6,,,,,,,,,"Moonshine Muddy Girl camo Striker Edge with 3-9x32 scope & mountCaliber: 0.25Velocity: 650.00Hatsan Edge air rifle Spring-piston Breakbarrel Single-shot Rifled steel barrel 11mm optics dovetail Fixed TruGlo fiber optic front sight (red, 0.060"") Fully adjustable TruGlo fiber optic rear sight (green, 0.035"") Anti-beartrap mechanism Trigger adjustable for trigger-pull and travel Monte Carlo buttstock Textured pistol grip and forearm Rubber recoil pad Moonshine Muddy Girl camo synthetic thumbhole stock 6.60 lbs. (gun only) Includes 3-9x32 Optima scope and mount",Air-Venturi-PY-3336-7538,"Air Rifles",,,
PY-3346,"Anschutz 8002KI S2 Air Rifle, Blonde Wood Stock","Anschutz 8002KI S2 10-meter air rifle with adjustable aluminum buttplate<br />Caliber: 0.177<br />Velocity: 560.00<br />Anschutz 8002KI S2 air rifle Precharged pneumatic Bolt-action Single-shot Front sight globe accepts inserts (2 inserts included) Adj. diopter rear sight 200 bar max pressure Removable air reservoir with integral manometer (air pressure gauge) Air pressure regulator with air filter Approx. 300 shots per fill Maintenance-free stabilizer 5-way adj. match trigger Hardwood stock Right-hand stock Highly adjustable aluminum buttpad Dry-fire capability Length of pull from 32.50"" to 38"" due to adj. buttpad 41.93"" to 43.31"" overall length 9.48 lbs. 30g to 170g trigger-pull (1.764 oz. to 5.996 oz.) Incl. accessory box with fill adapter, air-release screw, special grease 4425, Allen key, safety discs, o-rings, barrel weight, sight set 6834, buttplate 4759, manual and original test target Meets ISSF requirements","Anschutz 8002KI S2 10-meter air rifle with adjustable aluminum buttplate<br />Caliber: 0.177<br />Velocity: 560.00<br />Anschutz 8002KI S2 air rifle Precharged pneumatic Bolt-action Single-shot Front sight globe accepts inserts (2 inserts included) Adj. diopter rear sight 200 bar max pressure Removable air reservoir with integral manometer (air pressure gauge) Air pressure regulator with air filter Approx. 300 shots per fill Maintenance-free stabilizer 5-way adj. match trigger Hardwood stock Right-hand stock Highly adjustable aluminum buttpad Dry-fire capability Length of pull from 32.50"" to 38"" due to adj. buttpad 41.93"" to 43.31"" overall length 9.48 lbs. 30g to 170g trigger-pull (1.764 oz. to 5.996 oz.) Incl. accessory box with fill adapter, air-release screw, special grease 4425, Allen key, safety discs, o-rings, barrel weight, sight set 6834, buttplate 4759, manual and original test target Meets ISSF requirements",,"Airguns, Pistols","Air Rifles",,,3144.95,2501.75,2745.95,0,6,0,N,,PY-3346.jpg,http://www.imageserverhost.com/simg/P892/large/PY-3346.jpg,http://www.imageserverhost.com/simg/P892/small/PY-3346.jpg,N,,18.5,PY-3346-6433,,,,0,NULL,Anschutz,,,2.5,,,,$6,,,,,,,,,"Anschutz 8002KI S2 10-meter air rifle with adjustable aluminum buttplateCaliber: 0.177Velocity: 560.00Anschutz 8002KI S2 air rifle Precharged pneumatic Bolt-action Single-shot Front sight globe accepts inserts (2 inserts included) Adj. diopter rear sight 200 bar max pressure Removable air reservoir with integral manometer (air pressure gauge) Air pressure regulator with air filter Approx. 300 shots per fill Maintenance-free stabilizer 5-way adj. match trigger Hardwood stock Right-hand stock Highly adjustable aluminum buttpad Dry-fire capability Length of pull from 32.50"" to 38"" due to adj. buttpad 41.93"" to 43.31"" overall length 9.48 lbs. 30g to 170g trigger-pull (1.764 oz. to 5.996 oz.) Incl. accessory box with fill adapter, air-release screw, special grease 4425, Allen key, safety discs, o-rings, barrel weight, sight set 6834, buttplate 4759, manual and original test target Meets ISSF requirements",Air-Venturi-PY-3346,"Air Rifles",,,
